qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,acc,gene,compartment,specimen,kingdom,supergroup,phylum,clade,class,order,family,genus,species
EF100196.1.1549_U|18S_rRNA|nucleus|clone_D1P02D01|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp.,EF100196.1.1549_U|18S_rRNA|nucleus|clone_D1P02D01|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp,100.0,1549,0,0,1,1549,1,1549,0.0,2794,EF100196.1.1549_U,18S_rRNA,nucleus,clone_D1P02D01,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp
EF100226.1.1559_U|18S_rRNA|nucleus|clone_D1P02H06|Eukaryota|Obazoa|Breviatea|Breviatea_X|Breviatea_XX|Breviatea_XXX|Subulatomonas-lineage|Subulatomonas-lineage_X|Subulatomonas-lineage_X_sp.,EF100226.1.1559_U|18S_rRNA|nucleus|clone_D1P02H06|Eukaryota|Obazoa|Breviatea|Breviatea_X|Breviatea_XX|Breviatea_XXX|Subulatomonas-lineage|Subulatomonas-lineage_X|Subulatomonas-lineage_X_sp,100.0,1559,0,0,1,1559,1,1559,0.0,2812,EF100226.1.1559_U,18S_rRNA,nucleus,clone_D1P02H06,Eukaryota,Obazoa,Breviatea,Breviatea_X,Breviatea_XX,Breviatea_XXX,Subulatomonas-lineage,Subulatomonas-lineage_X,Subulatomonas-lineage_X_sp
EF100241.1.1374_U|18S_rRNA|nucleus|clone_D2P03G12|Eukaryota|Obazoa|Opisthokonta|Fungi|Chytridiomycota|Chytridiales|Chytridiales_X|Chytridiales_XX|Chytridiales_XX_sp.,EF100241.1.1374_U|18S_rRNA|nucleus|clone_D2P03G12|Eukaryota|Obazoa|Opisthokonta|Fungi|Chytridiomycota|Chytridiales|Chytridiales_X|Chytridiales_XX|Chytridiales_XX_sp,100.0,1374,0,0,1,1374,1,1374,0.0,2479,EF100241.1.1374_U,18S_rRNA,nucleus,clone_D2P03G12,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiales_X,Chytridiales_XX,Chytridiales_XX_sp
EF100264.1.1339_U|18S_rRNA|nucleus|clone_D2P03E03|Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Gregarinomorphea_X_GRE1|Gregarinomorphea_X_GRE1_X|Gregarinomorphea_X_GRE1_XX|Gregarinomorphea_X_GRE1_XX_sp.,EF100264.1.1339_U|18S_rRNA|nucleus|clone_D2P03E03|Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Gregarinomorphea_X_GRE1|Gregarinomorphea_X_GRE1_X|Gregarinomorphea_X_GRE1_XX|Gregarinomorphea_X_GRE1_XX_sp,100.0,1339,0,0,1,1339,1,1339,0.0,2415,EF100264.1.1339_U,18S_rRNA,nucleus,clone_D2P03E03,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Gregarinomorphea_X_GRE1,Gregarinomorphea_X_GRE1_X,Gregarinomorphea_X_GRE1_XX,Gregarinomorphea_X_GRE1_XX_sp
EF100269.1.1358_U|18S_rRNA|nucleus|clone_D2P03G04|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp.,EF100269.1.1358_U|18S_rRNA|nucleus|clone_D2P03G04|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp,100.0,1358,0,0,1,1358,1,1358,0.0,2450,EF100269.1.1358_U,18S_rRNA,nucleus,clone_D2P03G04,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp
EF100286.1.1342_U|18S_rRNA|nucleus|clone_D3P05F02|Eukaryota|Obazoa|Opisthokonta|Fungi|Chytridiomycota|Chytridiales|Chytridiales_X|Chytridiales_XX|Chytridiales_XX_sp.,EF100286.1.1342_U|18S_rRNA|nucleus|clone_D3P05F02|Eukaryota|Obazoa|Opisthokonta|Fungi|Chytridiomycota|Chytridiales|Chytridiales_X|Chytridiales_XX|Chytridiales_XX_sp,100.0,1342,0,0,1,1342,1,1342,0.0,2421,EF100286.1.1342_U,18S_rRNA,nucleus,clone_D3P05F02,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiales_X,Chytridiales_XX,Chytridiales_XX_sp
EF100296.1.1267_U|18S_rRNA|nucleus|clone_D3P06C04|Eukaryota|TSAR|Stramenopiles|Bigyra|Bicoecea|Anoecales|Cafeteriaceae|Cafeteria|Cafeteria_sp.,EF100296.1.1267_U|18S_rRNA|nucleus|clone_D3P06C04|Eukaryota|TSAR|Stramenopiles|Bigyra|Bicoecea|Anoecales|Cafeteriaceae|Cafeteria|Cafeteria_sp,100.0,1267,0,0,1,1267,1,1267,0.0,2286,EF100296.1.1267_U,18S_rRNA,nucleus,clone_D3P06C04,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Cafeteria,Cafeteria_sp
EF100315.1.1329_U|18S_rRNA|nucleus|clone_D3P06A01|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp.,EF100315.1.1329_U|18S_rRNA|nucleus|clone_D3P06A01|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Oligotrichida|Strombidiidae|Strombidiidae_X|Strombidiidae_X_sp,100.0,1329,0,0,1,1329,1,1329,0.0,2397,EF100315.1.1329_U,18S_rRNA,nucleus,clone_D3P06A01,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp
EF100316.1.1611_U|18S_rRNA|nucleus|clone_D3P06F06|Eukaryota|Excavata|Discoba|Euglenozoa|Euglenida|Petalomonadida|Eupetalomonads_X|Eupetalomonads_XX|Eupetalomonads_XX_sp.,EF100316.1.1611_U|18S_rRNA|nucleus|clone_D3P06F06|Eukaryota|Excavata|Discoba|Euglenozoa|Euglenida|Petalomonadida|Eupetalomonads_X|Eupetalomonads_XX|Eupetalomonads_XX_sp,100.0,1611,0,0,1,1611,1,1611,0.0,2906,EF100316.1.1611_U,18S_rRNA,nucleus,clone_D3P06F06,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Eupetalomonads_X,Eupetalomonads_XX,Eupetalomonads_XX_sp
EF100337.1.1454_U|18S_rRNA|nucleus|clone_D4P08A04|Eukaryota|TSAR|Stramenopiles|Bigyra|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Labyrinthulaceae_ANT10_3|Labyrinthulaceae_ANT10_3_sp.,EF100337.1.1454_U|18S_rRNA|nucleus|clone_D4P08A04|Eukaryota|TSAR|Stramenopiles|Bigyra|Sagenista|Labyrinthulomycetes|Labyrinthulaceae|Labyrinthulaceae_ANT10_3|Labyrinthulaceae_ANT10_3_sp,100.0,1454,0,0,1,1454,1,1454,0.0,2623,EF100337.1.1454_U,18S_rRNA,nucleus,clone_D4P08A04,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulaceae,Labyrinthulaceae_ANT10_3,Labyrinthulaceae_ANT10_3_sp
EF100347.1.1369_U|18S_rRNA|nucleus|clone_D4P08A09|Eukaryota|Excavata|Metamonada|Fornicata|Fornicata_X|Fornicata_XX|Caviomonadidae|Caviomonadidae_X|Caviomonadidae_X_sp.,EF100347.1.1369_U|18S_rRNA|nucleus|clone_D4P08A09|Eukaryota|Excavata|Metamonada|Fornicata|Fornicata_X|Fornicata_XX|Caviomonadidae|Caviomonadidae_X|Caviomonadidae_X_sp,100.0,1369,0,0,1,1369,1,1369,0.0,2470,EF100347.1.1369_U,18S_rRNA,nucleus,clone_D4P08A09,Eukaryota,Excavata,Metamonada,Fornicata,Fornicata_X,Fornicata_XX,Caviomonadidae,Caviomonadidae_X,Caviomonadidae_X_sp
EF100358.1.1211_U|18S_rRNA|nucleus|clone_D5P09C08|Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Neogregarinorida|Actinocephalidae|Hyplorynchus|Hyplorynchus_sp.,EF100358.1.1211_U|18S_rRNA|nucleus|clone_D5P09C08|Eukaryota|TSAR|Alveolata|Apicomplexa|Gregarinomorphea|Neogregarinorida|Actinocephalidae|Hyplorynchus|Hyplorynchus_sp,100.0,1211,0,0,1,1211,1,1211,0.0,2185,EF100358.1.1211_U,18S_rRNA,nucleus,clone_D5P09C08,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Hyplorynchus,Hyplorynchus_sp
EF100375.1.1221_U|18S_rRNA|nucleus|clone_D5P10G02|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadales_clade-VI|Ochromonadales_clade-VI_X|Ochromonadales_clade-VI_X_sp.,EF100375.1.1221_U|18S_rRNA|nucleus|clone_D5P10G02|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadales_clade-VI|Ochromonadales_clade-VI_X|Ochromonadales_clade-VI_X_sp,100.0,1221,0,0,1,1221,1,1221,0.0,2203,EF100375.1.1221_U,18S_rRNA,nucleus,clone_D5P10G02,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadales_clade-VI,Ochromonadales_clade-VI_X,Ochromonadales_clade-VI_X_sp
EF100391.1.1503_U|18S_rRNA|nucleus|clone_D1P01C8|Eukaryota|Obazoa|Breviatea|Breviatea_X|Breviatea_XX|Breviatea_XXX|Subulatomonas-lineage|Subulatomonas-lineage_X|Subulatomonas-lineage_X_sp.,EF100391.1.1503_U|18S_rRNA|nucleus|clone_D1P01C8|Eukaryota|Obazoa|Breviatea|Breviatea_X|Breviatea_XX|Breviatea_XXX|Subulatomonas-lineage|Subulatomonas-lineage_X|Subulatomonas-lineage_X_sp,100.0,1503,0,0,1,1503,1,1503,0.0,2711,EF100391.1.1503_U,18S_rRNA,nucleus,clone_D1P01C8,Eukaryota,Obazoa,Breviatea,Breviatea_X,Breviatea_XX,Breviatea_XXX,Subulatomonas-lineage,Subulatomonas-lineage_X,Subulatomonas-lineage_X_sp
EF100404.1.1335_U|18S_rRNA|nucleus|clone_D3P06D05|Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Phaeophyceae_XXX|Phaeophyceae_XXX_sp.,EF100404.1.1335_U|18S_rRNA|nucleus|clone_D3P06D05|Eukaryota|TSAR|Stramenopiles|Gyrista|Phaeophyceae|Phaeophyceae_X|Phaeophyceae_XX|Phaeophyceae_XXX|Phaeophyceae_XXX_sp,100.0,1335,0,0,1,1335,1,1335,0.0,2408,EF100404.1.1335_U,18S_rRNA,nucleus,clone_D3P06D05,Eukaryota,TSAR,Stramenopiles,Gyrista,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Phaeophyceae_XXX,Phaeophyceae_XXX_sp
EF114723.1.1075_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Dothideomycetes|Phaeocryptopus|Phaeocryptopus_gaeumannii,EF114723.1.1075_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Dothideomycetes|Phaeocryptopus|Phaeocryptopus_gaeumannii,100.0,1075,0,0,1,1075,1,1075,0.0,1939,EF114723.1.1075_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Phaeocryptopus,Phaeocryptopus_gaeumannii
EF116543.1.2194_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Betamorpha|Betamorpha_fusiformis,EF116545.1.2195_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Malacostraca|Betamorpha|Betamorpha_fusiformis,100.0,2194,0,0,1,2194,1,2194,0.0,3957,EF116545.1.2195_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,Betamorpha,Betamorpha_fusiformis
EF120580.1.1663_U|18S_rRNA|nucleus|strain_BG02-7-21-004K-1-1|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_buenavistaensis,AY242229.1.1716_U|18S_rRNA|nucleus|strain_BG01-7-21-025A-1-1|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_buenavistaensis,100.0,1663,0,0,1,1663,1,1663,0.0,3000,AY242229.1.1716_U,18S_rRNA,nucleus,strain_BG01-7-21-025A-1-1,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_buenavistaensis
EF120591.1.1720_U|18S_rRNA|nucleus|strain_G3|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Lodderomyces|Lodderomyces_elongisporus,EF120591.1.1720_U|18S_rRNA|nucleus|strain_G3|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Lodderomyces|Lodderomyces_elongisporus,100.0,1720,0,0,1,1720,1,1720,0.0,3103,EF120591.1.1720_U,18S_rRNA,nucleus,strain_G3,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Lodderomyces,Lodderomyces_elongisporus
EF123841.1.1827_U|18S_rRNA|nucleus|specimen_MNCN/ADN_9606|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Syllis|Syllis_ehlersioides,EF123841.1.1827_U|18S_rRNA|nucleus|specimen_MNCN/ADN_9606|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Syllis|Syllis_ehlersioides,100.0,1827,0,0,1,1827,1,1827,0.0,3296,EF123841.1.1827_U,18S_rRNA,nucleus,specimen_MNCN/ADN_9606,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Syllis,Syllis_ehlersioides
EF123842.1.1775_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Sphaerosyllis|Sphaerosyllis_bardukaciculata,EF123842.1.1775_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Sphaerosyllis|Sphaerosyllis_bardukaciculata,100.0,1775,0,0,1,1775,1,1775,0.0,3202,EF123842.1.1775_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Sphaerosyllis,Sphaerosyllis_bardukaciculata
EF123843.1.1788_U|18S_rRNA|nucleus|specimen_MNCN/ADN_9579|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Myrianida|Myrianida_pinnigera,EF123843.1.1788_U|18S_rRNA|nucleus|specimen_MNCN/ADN_9579|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Myrianida|Myrianida_pinnigera,100.0,1788,0,0,1,1788,1,1788,0.0,3225,EF123843.1.1788_U,18S_rRNA,nucleus,specimen_MNCN/ADN_9579,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Myrianida,Myrianida_pinnigera
EF134948.1.1775_UC|18S_rRNA|nucleus|strain_CBS_486.50|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycotina_X|Schizothyrium|Schizothyrium_pomi,EF134948.1.1775_UC|18S_rRNA|nucleus|strain_CBS_486.50|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycotina_X|Schizothyrium|Schizothyrium_pomi,100.0,1251,0,0,1,1251,1,1251,0.0,2257,EF134948.1.1775_UC,18S_rRNA,nucleus,strain_CBS_486.50,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Schizothyrium,Schizothyrium_pomi
EF136911.1.1773_U|18S_rRNA|nucleus|clone_PP1-8|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp.,EF136912.1.1773_U|18S_rRNA|nucleus|clone_PP1-8b|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp,100.0,1773,0,0,1,1773,1,1773,0.0,3198,EF136912.1.1773_U,18S_rRNA,nucleus,clone_PP1-8b,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Glomeromycotina,Glomerales,Glomus,Glomus_sp
EF136912.1.1773_U|18S_rRNA|nucleus|clone_PP1-8b|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp.,EF136912.1.1773_U|18S_rRNA|nucleus|clone_PP1-8b|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp,100.0,1773,0,0,1,1773,1,1773,0.0,3198,EF136912.1.1773_U,18S_rRNA,nucleus,clone_PP1-8b,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Glomeromycotina,Glomerales,Glomus,Glomus_sp
EF136916.1.1766_U|18S_rRNA|nucleus|clone_RMC1|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp.,EF136917.1.1766_U|18S_rRNA|nucleus|clone_RMC5|Eukaryota|Obazoa|Opisthokonta|Fungi|Mucoromycota|Glomeromycotina|Glomerales|Glomus|Glomus_sp,100.0,1766,0,0,1,1766,1,1766,0.0,3186,EF136917.1.1766_U,18S_rRNA,nucleus,clone_RMC5,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Glomeromycotina,Glomerales,Glomus,Glomus_sp
EF137361.1.1708_UC|18S_rRNA|nucleus|strain_CSS_892.85|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Dothideomycetes|Zasmidium|Zasmidium_cellare,EF137361.1.1708_UC|18S_rRNA|nucleus|strain_CSS_892.85|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Dothideomycetes|Zasmidium|Zasmidium_cellare,100.0,1184,0,0,1,1184,1,1184,0.0,2136,EF137361.1.1708_UC,18S_rRNA,nucleus,strain_CSS_892.85,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Zasmidium,Zasmidium_cellare
EF152413.1.1739_U|18S_rRNA|nucleus|strain_JHSb|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_quercitrusa,EF152413.1.1739_U|18S_rRNA|nucleus|strain_JHSb|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Saccharomycotina|Saccharomycetales|Candida|Candida_quercitrusa,100.0,1739,0,0,1,1739,1,1739,0.0,3137,EF152413.1.1739_U,18S_rRNA,nucleus,strain_JHSb,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_quercitrusa
EF165101.1.1735_U|18S_rRNA|nucleus|strain_CCMP2719|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Chromulinales|Chromulinaceae|Chromulina|Chromulina_nebulosa,EF165101.1.1735_U|18S_rRNA|nucleus|strain_CCMP2719|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Chromulinales|Chromulinaceae|Chromulina|Chromulina_nebulosa,100.0,1735,0,0,1,1735,1,1735,0.0,3130,EF165101.1.1735_U,18S_rRNA,nucleus,strain_CCMP2719,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulina,Chromulina_nebulosa
EF165127.1.1784_U|18S_rRNA|nucleus|strain_CCMP474|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Synurales|Synuraceae|Mallomonas|Mallomonas_annulata,EF165127.1.1784_U|18S_rRNA|nucleus|strain_CCMP474|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Synurales|Synuraceae|Mallomonas|Mallomonas_annulata,100.0,1784,0,0,1,1784,1,1784,0.0,3187,EF165127.1.1784_U,18S_rRNA,nucleus,strain_CCMP474,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,Mallomonas,Mallomonas_annulata
EF165132.1.1763_U|18S_rRNA|nucleus|strain_CCMP2768;_SW2C|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadaceae|Urostipulosphaera|Urostipulosphaera_sp.,EF165132.1.1763_U|18S_rRNA|nucleus|strain_CCMP2768;_SW2C|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadaceae|Urostipulosphaera|Urostipulosphaera_sp,100.0,1763,0,0,1,1763,1,1763,0.0,3180,EF165132.1.1763_U,18S_rRNA,nucleus,strain_CCMP2768;_SW2C,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Urostipulosphaera,Urostipulosphaera_sp
EF165631.1.1682_U|18S_rRNA|nucleus|clone_Montebellos|Eukaryota|TSAR|Rhizaria|Cercozoa|Endomyxa-Ascetosporea|Haplosporida|Haplosporidiidae|Minchinia|Minchinia_sp.,EF165631.1.1682_U|18S_rRNA|nucleus|clone_Montebellos|Eukaryota|TSAR|Rhizaria|Cercozoa|Endomyxa-Ascetosporea|Haplosporida|Haplosporidiidae|Minchinia|Minchinia_sp,100.0,1681,0,0,1,1681,1,1681,0.0,3032,EF165631.1.1682_U,18S_rRNA,nucleus,clone_Montebellos,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Haplosporida,Haplosporidiidae,Minchinia,Minchinia_sp
EF172798.1.1603_U|18S_rRNA|nucleus|clone_SSRPB41|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-7|Dino-Group-II-Clade-7_X|Dino-Group-II-Clade-7_X_sp.,EF172798.1.1603_U|18S_rRNA|nucleus|clone_SSRPB41|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-7|Dino-Group-II-Clade-7_X|Dino-Group-II-Clade-7_X_sp,100.0,1603,0,0,1,1603,1,1603,0.0,2892,EF172798.1.1603_U,18S_rRNA,nucleus,clone_SSRPB41,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp
EF172818.1.1599_U|18S_rRNA|nucleus|clone_SSRPB77|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Maxillopoda_X|Maxillopoda_X_sp.,EF172817.1.1599_U|18S_rRNA|nucleus|clone_SSRPB67|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Maxillopoda_X|Maxillopoda_X_sp,100.0,1599,0,0,1,1599,1,1599,0.0,2884,EF172817.1.1599_U,18S_rRNA,nucleus,clone_SSRPB67,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Maxillopoda_X,Maxillopoda_X_sp
EF172844.1.1414_U|18S_rRNA|nucleus|clone_SSRPB58|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-35|Dino-Group-II-Clade-35_X|Dino-Group-II-Clade-35_X_sp.,EF172844.1.1414_U|18S_rRNA|nucleus|clone_SSRPB58|Eukaryota|TSAR|Alveolata|Dinoflagellata|Syndiniales|Dino-Group-II|Dino-Group-II-Clade-35|Dino-Group-II-Clade-35_X|Dino-Group-II-Clade-35_X_sp,100.0,1414,0,0,1,1414,1,1414,0.0,2551,EF172844.1.1414_U,18S_rRNA,nucleus,clone_SSRPB58,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-35,Dino-Group-II-Clade-35_X,Dino-Group-II-Clade-35_X_sp
EF172846.1.1416_U|18S_rRNA|nucleus|clone_SSRPB83|Eukaryota|TSAR|Alveolata|Dinoflagellata|Dinophyceae|Gymnodiniales|Gymnodiniaceae|Gymnodinium|Gymnodinium_sp.,EF172846.1.1416_U|18S_rRNA|nucleus|clone_SSRPB83|Eukaryota|TSAR|Alveolata|Dinoflagellata|Dinophyceae|Gymnodiniales|Gymnodiniaceae|Gymnodinium|Gymnodinium_sp,100.0,1416,0,0,1,1416,1,1416,0.0,2554,EF172846.1.1416_U,18S_rRNA,nucleus,clone_SSRPB83,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp
EF172847.1.1415_U|18S_rRNA|nucleus|clone_SSRPB68|Eukaryota|TSAR|Rhizaria|Radiolaria|Radiolaria_X|Radiolaria_XX|Radiolaria_XXX|Radiolaria_XXXX|Radiolaria_XXXX_sp.,EF172847.1.1415_U|18S_rRNA|nucleus|clone_SSRPB68|Eukaryota|TSAR|Rhizaria|Radiolaria|Radiolaria_X|Radiolaria_XX|Radiolaria_XXX|Radiolaria_XXXX|Radiolaria_XXXX_sp,100.0,1415,0,0,1,1415,1,1415,0.0,2553,EF172847.1.1415_U,18S_rRNA,nucleus,clone_SSRPB68,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria_X,Radiolaria_XX,Radiolaria_XXX,Radiolaria_XXXX,Radiolaria_XXXX_sp
EF172850.1.1282_U|18S_rRNA|nucleus|clone_SSRPB47|Eukaryota|Archaeplastida|Picozoa|Picozoa_subdivision_1|Picozoa_subdivision_1A|Picozoa_subdivision_1A_X|Picozoa_subdivision_1A_XX|Picozoa_subdivision_1A_XXX|Picozoa_subdivision_1A_XXX_sp.,EF172850.1.1282_U|18S_rRNA|nucleus|clone_SSRPB47|Eukaryota|Archaeplastida|Picozoa|Picozoa_subdivision_1|Picozoa_subdivision_1A|Picozoa_subdivision_1A_X|Picozoa_subdivision_1A_XX|Picozoa_subdivision_1A_XXX|Picozoa_subdivision_1A_XXX_sp,100.0,1282,0,0,1,1282,1,1282,0.0,2313,EF172850.1.1282_U,18S_rRNA,nucleus,clone_SSRPB47,Eukaryota,Archaeplastida,Picozoa,Picozoa_subdivision_1,Picozoa_subdivision_1A,Picozoa_subdivision_1A_X,Picozoa_subdivision_1A_XX,Picozoa_subdivision_1A_XXX,Picozoa_subdivision_1A_XXX_sp
